State,panamapapers.press,bit.ly,linkis.com,ln.is,is.gd,dlvr.it,goo.gl,buff.ly,www.234links.com,www.change.org,www.youtube.com,www.theguardian.com,act.credoaction.com,actions.sumofus.org,news.google.com,ift.tt,feeds.feedburner.com,www.instagram.com,www.punchng.com,panamapapers.icij.org,other
16/05,26631,22755,9970,9894,8937,8169,7826,5819,4040,4012,3749,2747,2136,2012,1801,1730,1675,1419,1325,1257,157785
