State,www.nationalpost.com,mobile.twitter.com,www.macleans.ca,www.cbc.ca,feedproxy.google.com,ca.news.yahoo.com,storify.com,cm.g.doubleclick.net,ottawacitizen.com,www.liberal.ca,www.cp24.com,news.nationalpost.com,tags.bluekai.com,www.aljazeera.com,www.theglobeandmail.com,mediakit.nationalpost.com,match.adsrvr.org,globalnews.ca,plus.google.com,life.nationalpost.com,other
14/10,64769,532,138,83,50,45,41,37,34,22,21,20,18,18,18,16,14,12,11,10,241
