State,www.caodc.ca,www.barbau.ca,www.transcanada.com,environment.alberta.ca,www.albertaoilmagazine.com,www.pembina.org,www.capp.ca,www.aer.ca,www.enbridge.com,www.energy.gov.ab.ca,oilsandsfactcheck.org,www.datacentralcanada.com,n2003.nickles.com,www.cenovus.com,www.bnn.ca,www.youtube.com,www.oilsands.alberta.ca,www.aboilsands.ca,aupac.lib.athabascau.ca,esrd.alberta.ca,other
14/02,21251,10824,7354,4140,3491,3361,1707,1089,1000,816,659,486,412,356,298,220,188,155,144,103,960
