State,www.apec-econ.ca,www.neptunetheatre.com,ebbarchive.org,neptune.com,www.youtube.com,irish-literature.english.dal.ca,m.neptune.com,r1---sn-o097znle.googlevideo.com,dublincore.org,r6---sn-nwj7kne6.googlevideo.com,r16---sn-nwj7kner.googlevideo.com,r11---sn-nwj7kner.googlevideo.com,r11---sn-nwj7kne6.googlevideo.com,r3---sn-nwj7knls.googlevideo.com,r5---sn-nwj7kne6.googlevideo.com,purl.org,r14---sn-o097znle.googlevideo.com,r9---sn-nwj7kner.googlevideo.com,r16---sn-nwj7kned.googlevideo.com,r11---sn-nwj7knls.googlevideo.com,other
15/06,3393,182,94,84,72,8,5,4,3,3,3,3,3,3,3,3,3,3,3,3,23
