State,lib-drupal.lib.sfu.ca,www.lib.sfu.ca,www.youtube.com,dublincore.org,get.adobe.com,prezi.com,r12---sn-n4v7kn7l.googlevideo.com,www.sfu.ca,r1---sn-o097zned.googlevideo.com,www.metiswomen.ca,r4---sn-o097znl6.googlevideo.com,lib-db1.lib.sfu.ca,r2---sn-o097znld.googlevideo.com,www.tripdatabase.com,r12---sn-n4v7kn7e.googlevideo.com,purl.org,r19---sn-n4v7kn7k.googlevideo.com,r10---sn-o097znls.googlevideo.com,www.w3.org,www.pauktuutit.ca,other
16/07,3921,274,71,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8
